s,carat,cut,color,clarity,depth,table,price,x,y,z
20974,1.18,Premium,G,VVS2,58.2,62.0,9188,6.92,6.89,4.02
20989,1.16,Very Good,G,VVS2,61.6,58.0,9205,6.67,6.73,4.13
20990,1.02,Very Good,F,VVS2,60.9,56.0,9205,6.44,6.5,3.94
20992,1.03,Premium,E,VVS2,59.7,56.0,9205,6.64,6.56,3.94
20996,1.02,Ideal,F,VVS2,61.9,57.0,9212,6.53,6.42,4.01
20997,1.12,Ideal,G,VVS2,61.9,57.0,9214,6.62,6.66,4.11
21001,1.1,Ideal,G,VVS2,60.5,56.0,9215,6.76,6.7,4.07
21008,1.04,Ideal,F,VVS2,61.7,55.0,9218,6.51,6.53,4.02
21009,1.0,Very Good,E,VVS2,63.0,58.0,9224,6.33,6.36,4.0
21012,1.17,Ideal,G,VVS2,60.6,56.0,9225,6.87,6.84,4.15
21019,1.01,Premium,F,VVS2,60.4,59.0,9231,6.49,6.45,3.91
21030,1.03,Ideal,G,VVS2,61.6,56.0,9236,6.48,6.5,4.0
21031,0.31,Very Good,H,VVS2,61.2,60.0,625,4.37,4.39,2.68
21038,0.31,Premium,H,VVS2,62.3,60.0,625,4.31,4.36,2.7
21040,0.31,Very Good,H,VVS2,62.4,58.0,625,4.28,4.31,2.68
21043,0.31,Good,H,VVS2,63.4,56.0,625,4.29,4.32,2.73
21044,0.31,Premium,H,VVS2,61.4,58.0,625,4.32,4.35,2.66
21046,0.31,Ideal,H,VVS2,61.8,56.0,625,4.34,4.36,2.69
21048,0.31,Ideal,H,VVS2,62.4,57.0,625,4.32,4.36,2.71
21050,0.31,Ideal,H,VVS2,62.2,55.0,625,4.35,4.36,2.71
21070,1.03,Ideal,F,VVS2,62.0,56.0,9245,6.45,6.48,4.01
21071,1.02,Very Good,F,VVS2,59.9,57.0,9246,6.54,6.59,3.93
21075,1.16,Ideal,G,VVS2,62.2,56.0,9251,6.7,6.74,4.18
21077,1.18,Ideal,G,VVS2,62.2,54.0,9252,6.78,6.82,4.23
21081,1.01,Ideal,E,VVS2,62.8,56.0,9254,6.39,6.34,4.0
21082,1.04,Very Good,D,VVS2,58.3,61.0,9254,6.63,6.69,3.88
21083,1.03,Ideal,F,VVS2,62.5,56.0,9254,6.46,6.53,4.06
21088,1.05,Ideal,F,VVS2,62.1,54.0,9257,6.55,6.52,4.06
21101,1.0,Premium,D,VVS2,58.3,61.0,9274,6.55,6.48,3.8
21116,1.04,Ideal,F,VVS2,62.2,56.0,9281,6.53,6.46,4.04
21123,1.02,Ideal,G,VVS2,61.8,56.0,9286,6.42,6.46,3.98
21125,1.17,Ideal,G,VVS2,61.2,56.0,9289,6.77,6.85,4.17
21127,1.21,Ideal,H,VVS2,61.1,56.0,9290,6.85,6.89,4.2
21129,1.03,Ideal,F,VVS2,62.4,55.6,9290,6.44,6.49,4.02
21135,1.0,Ideal,G,VVS2,61.1,58.0,9294,6.43,6.47,3.94
21142,1.39,Ideal,H,VVS2,61.2,54.0,9298,7.23,7.25,4.43
21152,1.18,Premium,G,VVS2,61.6,58.0,9304,6.8,6.77,4.18
21153,1.18,Premium,G,VVS2,62.8,57.0,9304,6.77,6.71,4.23
21154,1.5,Very Good,J,VVS2,62.2,57.0,9306,7.25,7.31,4.53
21155,1.01,Ideal,E,VVS2,60.0,55.0,9310,6.56,6.6,3.95
21160,1.14,Ideal,F,VVS2,62.7,55.0,9316,6.7,6.6,4.17
21165,1.0,Very Good,E,VVS2,61.7,55.0,9324,6.38,6.42,3.95
21168,1.51,Premium,I,VVS2,62.1,58.0,9328,7.29,7.32,4.54
21175,1.51,Very Good,H,VVS2,63.1,56.0,9332,7.33,7.28,4.61
21176,1.13,Ideal,G,VVS2,62.3,57.0,9333,6.62,6.66,4.14
21180,1.51,Ideal,J,VVS2,61.4,59.0,9334,7.34,7.39,4.52
21187,1.2,Very Good,G,VVS2,62.1,58.0,9337,6.74,6.78,4.2
21199,1.1,Ideal,F,VVS2,61.2,56.0,9343,6.71,6.64,4.08
21203,1.57,Ideal,J,VVS2,61.4,57.0,9346,7.45,7.5,4.59
21211,1.0,Ideal,F,VVS2,61.9,57.0,9354,6.47,6.42,3.99
21214,1.21,Very Good,G,VVS2,62.9,59.0,9358,6.68,6.74,4.22
21219,1.24,Ideal,G,VVS2,61.2,56.0,9362,6.88,6.92,4.22
21220,1.18,Premium,G,VVS2,59.7,58.0,9366,6.9,6.94,4.13
21221,1.22,Ideal,H,VVS2,61.7,56.0,9366,6.83,6.87,4.23
21223,1.21,Premium,G,VVS2,59.6,60.0,9370,6.89,6.91,4.11
21227,1.2,Ideal,G,VVS2,62.2,56.0,9373,6.76,6.81,4.22
21232,1.11,Premium,F,VVS2,59.2,59.0,9377,6.79,6.82,4.03
21236,1.19,Ideal,G,VVS2,60.8,55.0,9383,6.91,6.9,4.19
21251,1.19,Ideal,G,VVS2,60.9,53.0,9403,6.88,6.92,4.2
21255,1.2,Ideal,G,VVS2,62.2,55.0,9407,6.77,6.81,4.23
21263,1.03,Ideal,F,VVS2,62.0,56.0,9413,6.48,6.45,4.01
21265,1.51,Very Good,I,VVS2,61.9,56.0,9416,7.35,7.38,4.56
21269,1.16,Ideal,G,VVS2,62.2,56.0,9419,6.74,6.7,4.18
21299,1.01,Very Good,D,VVS2,63.6,59.0,9451,6.25,6.32,4.0
21303,1.15,Ideal,G,VVS2,61.8,56.0,9457,6.72,6.75,4.16
21306,1.12,Ideal,F,VVS2,61.4,57.0,9461,6.66,6.69,4.1
21308,1.01,Ideal,F,VVS2,63.0,57.0,9463,6.36,6.4,4.02
21310,1.04,Ideal,G,VVS2,61.7,56.0,9465,6.5,6.54,4.02
21311,1.04,Ideal,G,VVS2,61.5,57.0,9465,6.51,6.54,4.01
21333,1.2,Premium,G,VVS2,59.7,60.0,9475,7.0,6.91,4.15
21338,1.01,Ideal,E,VVS2,60.0,55.0,9479,6.6,6.56,3.95
21341,1.01,Ideal,E,VVS2,62.0,56.0,9483,6.43,6.35,4.01
21342,1.05,Ideal,F,VVS2,61.6,56.0,9483,6.55,6.53,4.03
21343,1.21,Very Good,G,VVS2,60.4,56.0,9484,6.88,6.92,4.17
21345,1.0,Very Good,D,VVS2,61.3,58.0,9487,6.37,6.42,3.92
21355,1.51,Premium,I,VVS2,62.1,58.0,9498,7.32,7.29,4.54
21391,1.04,Premium,F,VVS2,61.6,59.0,9505,6.53,6.49,4.01
21392,1.11,Ideal,G,VVS2,61.6,57.0,9507,6.7,6.74,4.14
21404,1.57,Ideal,J,VVS2,61.4,57.0,9516,7.5,7.45,4.59
21408,1.02,Ideal,F,VVS2,61.1,56.3,9521,6.48,6.52,3.97
21411,1.19,Ideal,G,VVS2,60.8,59.0,9524,6.84,6.81,4.15
21413,1.23,Ideal,G,VVS2,61.0,55.0,9525,6.93,6.95,4.23
21430,1.18,Premium,G,VVS2,59.7,58.0,9537,6.94,6.9,4.13
21431,1.13,Very Good,F,VVS2,59.6,59.0,9539,6.82,6.87,4.08
21436,1.52,Ideal,J,VVS2,62.6,58.0,9541,7.32,7.34,4.59
21438,1.21,Premium,G,VVS2,59.6,60.0,9541,6.91,6.89,4.11
21439,1.21,Premium,G,VVS2,58.5,58.0,9541,7.06,6.95,4.1
21443,1.06,Ideal,F,VVS2,61.3,57.0,9547,6.56,6.59,4.03
21448,1.11,Premium,F,VVS2,59.2,59.0,9548,6.82,6.79,4.03
21455,1.04,Ideal,E,VVS2,62.0,58.0,9552,6.54,6.46,4.03
21456,1.05,Ideal,G,VVS2,61.4,56.0,9555,6.54,6.59,4.03
21473,1.32,Ideal,H,VVS2,62.0,54.0,9571,7.05,7.06,4.37
21494,1.19,Ideal,G,VVS2,60.7,57.0,9587,6.8,6.85,4.14
21498,1.02,Very Good,G,VVS2,62.7,58.0,9596,6.36,6.4,4.0
21505,1.02,Ideal,F,VVS2,62.3,58.0,9598,6.42,6.45,4.01
21518,1.5,Very Good,I,VVS2,64.0,54.0,9618,7.19,7.27,4.63
21522,1.37,Ideal,H,VVS2,61.3,56.0,9621,7.13,7.2,4.39
21532,1.17,Ideal,G,VVS2,61.6,56.0,9630,6.77,6.83,4.18
21535,1.12,Ideal,F,VVS2,61.4,57.0,9634,6.69,6.66,4.1
21539,1.1,Ideal,F,VVS2,61.2,56.0,9641,6.65,6.68,4.08
21541,1.01,Very Good,E,VVS2,63.4,56.0,9642,6.32,6.37,4.02
21545,1.06,Ideal,G,VVS2,61.4,56.0,9645,6.56,6.62,4.04
21561,1.0,Premium,D,VVS2,61.3,58.0,9660,6.42,6.37,3.92
21569,1.09,Ideal,F,VVS2,62.5,55.0,9668,6.52,6.6,4.1
21575,1.06,Very Good,E,VVS2,63.4,55.0,9680,6.46,6.51,4.11
21598,1.23,Ideal,G,VVS2,61.0,55.0,9698,6.95,6.93,4.23
21612,1.04,Very Good,E,VVS2,62.8,58.0,9705,6.42,6.45,4.04
21614,1.22,Very Good,G,VVS2,59.3,58.0,9706,6.97,6.99,4.14
21621,1.01,Premium,E,VVS2,61.8,59.0,9711,6.42,6.39,3.96
21622,1.01,Premium,E,VVS2,62.4,58.0,9711,6.42,6.36,3.99
21623,1.06,Ideal,E,VVS2,61.0,57.0,9712,6.63,6.54,4.02
21635,1.02,Very Good,F,VVS2,63.7,59.0,9728,6.34,6.38,4.05
21642,1.11,Ideal,G,VVS2,61.8,56.0,9734,6.66,6.69,4.12
21643,1.34,Very Good,H,VVS2,59.7,60.0,9735,7.19,7.22,4.3
21644,1.01,Ideal,E,VVS2,62.7,56.0,9735,6.42,6.46,4.04
21648,1.0,Very Good,D,VVS2,59.9,61.0,9740,6.42,6.5,3.87
21649,1.0,Very Good,D,VVS2,63.0,59.0,9740,6.35,6.38,4.01
21660,1.21,Premium,G,VVS2,62.5,55.0,9757,6.84,6.8,4.26
21676,1.21,Premium,G,VVS2,61.3,56.0,9779,6.88,6.85,4.21
21687,1.2,Ideal,G,VVS2,62.5,54.4,9785,6.75,6.82,4.24
21690,1.24,Ideal,G,VVS2,61.2,56.0,9788,6.92,6.88,4.22
21701,0.31,Very Good,G,VVS2,62.7,55.0,627,4.32,4.35,2.72
21716,0.28,Very Good,F,VVS2,60.2,58.0,628,4.26,4.28,2.57
21717,0.32,Ideal,H,VVS2,59.8,57.0,628,4.48,4.52,2.69
21718,0.32,Ideal,H,VVS2,61.5,55.0,628,4.41,4.44,2.72
21719,0.32,Ideal,H,VVS2,62.2,54.0,628,4.42,4.46,2.76
21720,0.32,Ideal,H,VVS2,61.6,55.0,628,4.43,4.46,2.74
21726,1.11,Very Good,F,VVS2,60.8,57.0,9792,6.7,6.73,4.08
21731,1.03,Ideal,D,VVS2,62.0,56.0,9798,6.46,6.55,4.03
21738,1.23,Very Good,G,VVS2,62.0,58.0,9803,6.77,6.82,4.21
21746,1.0,Very Good,E,VVS2,59.1,58.0,9815,6.5,6.57,3.86
21749,1.1,Ideal,F,VVS2,61.2,56.0,9817,6.68,6.65,4.08
21753,1.12,Ideal,G,VVS2,61.6,55.0,9820,6.68,6.74,4.13
21761,1.5,Very Good,I,VVS2,63.3,58.0,9828,7.24,7.21,4.57
21776,1.05,Ideal,E,VVS2,61.3,56.0,9843,6.55,6.59,4.03
21778,1.09,Ideal,F,VVS2,62.5,55.0,9845,6.6,6.52,4.1
21788,1.1,Ideal,G,VVS2,61.0,56.0,9856,6.69,6.73,4.09
21791,1.05,Premium,E,VVS2,59.6,60.0,9858,6.61,6.58,3.93
21792,1.07,Ideal,E,VVS2,61.4,56.0,9863,6.55,6.65,4.05
21798,1.02,Ideal,F,VVS2,60.9,56.0,9870,6.54,6.49,3.97
21800,1.2,Premium,G,VVS2,61.2,58.0,9873,6.84,6.88,4.2
21806,1.21,Very Good,G,VVS2,60.4,56.0,9878,6.96,6.91,4.19
21811,1.04,Premium,E,VVS2,62.8,58.0,9882,6.45,6.42,4.04
21812,1.66,Premium,J,VVS2,62.6,59.0,9882,7.54,7.58,4.73
21827,1.04,Ideal,E,VVS2,62.4,56.0,9897,6.51,6.47,4.05
21842,1.04,Ideal,E,VVS2,61.0,57.0,9901,6.61,6.57,4.02
21849,1.5,Good,I,VVS2,63.3,58.0,9909,7.24,7.27,4.59
21857,1.0,Premium,D,VVS2,63.0,59.0,9918,6.38,6.35,4.01
21858,1.0,Premium,D,VVS2,59.9,61.0,9918,6.5,6.42,3.87
21860,1.23,Ideal,G,VVS2,62.2,56.1,9921,6.8,6.87,4.25
21861,1.23,Ideal,G,VVS2,62.4,55.0,9921,6.8,6.88,4.27
21866,1.01,Very Good,E,VVS2,61.7,60.0,9930,6.32,6.35,3.91
21869,1.03,Ideal,E,VVS2,61.7,54.0,9932,6.49,6.52,4.02
21875,1.21,Very Good,G,VVS2,59.3,58.0,9942,7.01,7.05,4.17
21882,1.21,Ideal,G,VVS2,59.4,59.0,9954,6.92,7.01,4.14
21896,1.01,Very Good,D,VVS2,60.2,58.0,9965,6.51,6.57,3.94
21923,1.06,Very Good,E,VVS2,61.8,58.0,9997,6.52,6.56,4.04
21925,1.23,Very Good,G,VVS2,62.2,57.0,9999,6.8,6.87,4.25
21930,1.03,Ideal,E,VVS2,60.6,59.0,10003,6.5,6.53,3.95
21931,1.23,Very Good,G,VVS2,60.6,55.0,10004,6.93,7.02,4.23
21937,1.05,Ideal,F,VVS2,60.5,55.0,10011,6.67,6.58,4.01
21950,1.04,Ideal,E,VVS2,62.9,55.0,10019,6.47,6.51,4.08
21951,1.26,Very Good,G,VVS2,60.9,56.0,10020,6.95,7.01,4.25
21958,1.12,Premium,F,VVS2,62.4,59.0,10028,6.58,6.66,4.13
21968,1.22,Ideal,G,VVS2,62.3,56.0,10038,6.81,6.84,4.25
21974,1.07,Ideal,E,VVS2,61.4,56.0,10043,6.65,6.55,4.05
21978,1.08,Ideal,F,VVS2,61.6,57.0,10046,6.57,6.6,4.06
21980,1.0,Premium,D,VVS2,61.6,60.0,10046,6.41,6.36,3.93
21981,1.03,Ideal,F,VVS2,61.1,57.0,10049,6.51,6.54,3.99
21984,1.08,Ideal,F,VVS2,62.1,55.0,10052,6.57,6.6,4.09
21985,1.2,Premium,G,VVS2,62.8,59.0,10053,6.72,6.65,4.2
21989,1.2,Premium,G,VVS2,61.2,58.0,10053,6.88,6.84,4.2
21993,1.07,Ideal,F,VVS2,62.3,57.0,10061,6.56,6.58,4.09
21994,1.66,Premium,J,VVS2,62.6,59.0,10062,7.58,7.54,4.73
21998,1.2,Premium,F,VVS2,60.5,60.0,10064,6.98,6.87,4.19
22021,0.32,Ideal,H,VVS2,61.4,54.0,628,4.4,4.43,2.71
22067,1.5,Very Good,I,VVS2,63.3,58.0,10090,7.27,7.24,4.59
22072,1.07,Ideal,F,VVS2,60.3,55.0,10093,6.65,6.68,4.02
22084,1.07,Ideal,E,VVS2,61.7,57.0,10104,6.55,6.61,4.06
22089,1.22,Premium,G,VVS2,62.0,58.0,10111,6.9,6.85,4.26
22090,1.09,Premium,E,VVS2,59.9,59.0,10111,6.73,6.7,4.02
22092,1.0,Very Good,D,VVS2,61.7,58.0,10113,6.37,6.41,3.94
22101,1.43,Ideal,H,VVS2,61.6,54.0,10129,7.25,7.29,4.48
22105,1.04,Very Good,D,VVS2,60.8,58.0,10130,6.49,6.53,3.96
22106,1.07,Ideal,E,VVS2,62.3,56.0,10133,6.51,6.61,4.09
22120,1.01,Premium,D,VVS2,60.2,58.0,10147,6.57,6.51,3.94
22139,1.2,Very Good,F,VVS2,63.8,58.0,10173,6.67,6.69,4.26
22155,1.09,Ideal,F,VVS2,62.0,56.0,10196,6.63,6.6,4.1
22160,1.24,Premium,G,VVS2,59.9,60.0,10202,6.98,7.0,4.19
22162,1.27,Premium,G,VVS2,61.0,58.0,10203,6.96,7.01,4.26
22170,1.12,Premium,F,VVS2,62.4,59.0,10211,6.66,6.58,4.13
22183,1.01,Premium,D,VVS2,62.4,60.0,10221,6.31,6.36,3.95
22186,1.22,Ideal,G,VVS2,62.3,56.0,10221,6.84,6.81,4.25
22187,1.07,Ideal,E,VVS2,61.3,56.0,10222,6.53,6.6,4.02
22198,1.12,Ideal,F,VVS2,60.4,56.0,10236,6.82,6.78,4.11
22205,1.09,Ideal,F,VVS2,62.1,56.0,10246,6.55,6.59,4.08
22209,1.21,Ideal,G,VVS2,60.6,56.0,10256,6.9,6.89,4.18
22210,1.14,Premium,E,VVS2,59.7,58.0,10258,6.83,6.91,4.1
22212,1.07,Ideal,D,VVS2,61.3,58.0,10266,6.55,6.64,4.04
22229,1.01,Ideal,E,VVS2,61.4,56.0,10283,6.49,6.45,3.97
22235,1.07,Ideal,E,VVS2,61.7,57.0,10288,6.61,6.55,4.06
22244,1.08,Ideal,E,VVS2,62.5,57.0,10300,6.52,6.57,4.09
22248,1.26,Premium,G,VVS2,62.7,58.0,10302,6.95,6.86,4.33
22249,1.23,Ideal,G,VVS2,60.3,57.0,10304,6.98,6.97,4.21
22250,1.23,Ideal,G,VVS2,61.0,57.0,10304,6.93,6.9,4.22
22251,1.12,Ideal,G,VVS2,61.5,57.0,10305,6.65,6.67,4.1
22254,1.18,Ideal,G,VVS2,61.3,55.0,10308,6.86,6.81,4.19
22259,1.08,Ideal,E,VVS2,61.8,56.0,10313,6.55,6.59,4.06
22262,1.09,Ideal,E,VVS2,61.6,56.0,10314,6.6,6.64,4.08
22263,1.04,Premium,D,VVS2,60.8,58.0,10314,6.53,6.49,3.96
22268,1.23,Ideal,G,VVS2,62.2,55.0,10317,6.86,6.9,4.28
22269,1.23,Ideal,G,VVS2,62.7,56.0,10317,6.81,6.84,4.28
22271,1.27,Very Good,G,VVS2,61.5,58.0,10321,6.9,6.96,4.26
22272,1.13,Ideal,F,VVS2,61.4,56.0,10327,6.77,6.72,4.14
22280,1.09,Ideal,E,VVS2,60.9,56.0,10333,6.66,6.7,4.07
22287,1.7,Premium,H,VVS2,61.4,58.0,10337,7.66,7.62,4.69
22297,1.27,Ideal,G,VVS2,62.4,53.3,10342,6.94,6.95,4.33
22311,1.17,Ideal,F,VVS2,61.9,54.0,10351,6.76,6.82,4.2
22325,1.26,Ideal,G,VVS2,60.7,56.0,10367,7.03,7.05,4.27
22333,1.21,Ideal,G,VVS2,62.0,56.0,10378,6.8,6.84,4.23
22337,1.02,Ideal,E,VVS2,61.5,57.0,10384,6.55,6.5,4.01
22338,1.1,Premium,E,VVS2,60.1,58.0,10387,6.69,6.76,4.04
22340,1.24,Premium,G,VVS2,59.9,60.0,10388,7.0,6.98,4.19
22342,1.27,Premium,G,VVS2,61.0,58.0,10389,7.01,6.96,4.26
22344,1.24,Ideal,G,VVS2,61.4,58.0,10395,6.88,6.92,4.24
22345,1.13,Ideal,G,VVS2,61.6,57.0,10396,6.66,6.75,4.13
22380,0.31,Fair,G,VVS2,65.5,58.0,629,4.25,4.24,2.78
22383,1.01,Premium,D,VVS2,62.4,60.0,10407,6.36,6.31,3.95
22385,1.1,Ideal,D,VVS2,61.0,56.0,10410,6.67,6.73,4.09
22413,1.19,Ideal,F,VVS2,61.7,56.0,10436,6.82,6.85,4.22
22417,1.16,Ideal,F,VVS2,61.8,56.7,10439,6.7,6.78,4.16
22420,1.23,Ideal,G,VVS2,61.3,56.0,10445,6.89,6.91,4.23
22421,1.14,Premium,E,VVS2,59.7,58.0,10446,6.91,6.83,4.1
22427,1.01,Very Good,D,VVS2,62.5,59.0,10453,6.34,6.4,3.98
22428,1.07,Ideal,E,VVS2,61.8,54.0,10453,6.56,6.61,4.07
22430,1.2,Ideal,G,VVS2,61.1,56.0,10454,6.88,6.91,4.21
22437,1.2,Ideal,G,VVS2,62.2,53.0,10463,6.8,6.84,4.24
22455,1.56,Ideal,I,VVS2,62.0,56.0,10481,7.39,7.42,4.6
22457,1.5,Premium,I,VVS2,60.2,58.0,10483,7.5,7.34,4.47
22464,1.1,Ideal,F,VVS2,61.2,56.0,10487,6.66,6.74,4.1
22468,1.22,Premium,F,VVS2,63.0,56.0,10494,6.88,6.76,4.3
22475,1.01,Very Good,D,VVS2,59.8,57.0,10499,6.49,6.58,3.91
22484,1.14,Ideal,E,VVS2,62.3,55.0,10512,6.68,6.71,4.17
22488,1.54,Very Good,I,VVS2,62.7,57.0,10518,7.35,7.43,4.63
22514,1.5,Very Good,I,VVS2,59.7,60.0,10551,7.46,7.62,4.5
22520,1.26,Ideal,G,VVS2,60.7,56.0,10556,7.05,7.03,4.27
22525,1.0,Fair,D,VVS2,61.1,57.0,10562,6.37,6.3,3.87
22529,1.21,Ideal,G,VVS2,61.3,57.0,10568,6.83,6.85,4.19
22538,1.1,Premium,E,VVS2,60.1,58.0,10577,6.76,6.69,4.04
22539,1.0,Ideal,F,VVS2,61.3,53.0,10577,6.44,6.48,3.96
22542,1.02,Premium,D,VVS2,61.4,58.0,10580,6.43,6.46,3.96
22544,1.2,Premium,F,VVS2,62.8,60.0,10580,6.79,6.74,4.25
22545,1.23,Ideal,F,VVS2,63.0,55.0,10580,6.89,6.79,4.31
22563,1.29,Ideal,G,VVS2,62.4,57.0,10614,6.94,6.97,4.34
22574,1.51,Premium,I,VVS2,61.1,60.0,10623,7.33,7.36,4.49
22584,1.25,Ideal,G,VVS2,61.5,55.0,10636,6.92,6.94,4.26
22585,1.25,Ideal,G,VVS2,62.5,54.0,10636,6.88,6.93,4.31
22596,1.5,Ideal,I,VVS2,61.7,55.0,10646,7.32,7.39,4.54
22597,1.23,Ideal,G,VVS2,60.8,57.0,10646,6.89,6.92,4.2
22598,1.23,Very Good,F,VVS2,58.5,59.0,10650,6.98,7.07,4.11
22658,1.14,Ideal,E,VVS2,62.3,55.0,10703,6.71,6.68,4.17
22670,1.28,Premium,G,VVS2,62.1,58.0,10716,6.96,6.91,4.31
22672,1.22,Very Good,F,VVS2,60.7,62.0,10719,6.81,6.84,4.14
22681,0.38,Ideal,J,VVS2,61.4,56.0,629,4.68,4.7,2.88
22682,0.38,Ideal,J,VVS2,62.0,55.0,629,4.67,4.69,2.9
22696,0.31,Ideal,H,VVS2,62.3,54.0,630,4.36,4.38,2.72
22716,1.01,Premium,D,VVS2,62.4,58.0,10732,6.39,6.44,4.0
22726,1.13,Ideal,F,VVS2,62.1,54.0,10742,6.67,6.71,4.16
22728,1.5,Premium,I,VVS2,59.7,60.0,10744,7.62,7.46,4.5
22729,1.19,Ideal,F,VVS2,60.8,57.0,10748,6.85,6.83,4.16
22737,1.15,Ideal,F,VVS2,62.7,57.0,10757,6.69,6.65,4.18
22741,1.01,Ideal,D,VVS2,61.7,57.0,10761,6.43,6.47,3.98
22745,1.3,Premium,G,VVS2,60.2,58.0,10763,7.17,7.08,4.29
22746,1.12,Ideal,F,VVS2,61.3,57.0,10764,6.67,6.7,4.1
22753,1.12,Ideal,E,VVS2,60.6,57.0,10769,6.77,6.66,4.07
22758,1.02,Premium,D,VVS2,61.4,58.0,10773,6.46,6.43,3.96
22764,1.14,Ideal,F,VVS2,61.9,57.0,10786,6.73,6.68,4.15
22774,1.01,Ideal,D,VVS2,60.6,56.0,10797,6.53,6.48,3.94
22775,1.01,Premium,D,VVS2,61.6,58.0,10797,6.44,6.39,3.95
22778,1.01,Very Good,D,VVS2,63.0,56.0,10800,6.35,6.41,4.02
22784,1.04,Ideal,F,VVS2,61.6,57.0,10804,6.47,6.51,4.0
22786,1.29,Ideal,G,VVS2,62.4,57.0,10807,6.97,6.94,4.34
22789,1.2,Ideal,G,VVS2,62.3,54.0,10812,6.82,6.86,4.26
22792,1.51,Premium,I,VVS2,61.1,60.0,10817,7.36,7.33,4.49
22795,1.51,Ideal,I,VVS2,61.6,58.0,10821,7.35,7.4,4.54
22801,1.52,Premium,I,VVS2,61.6,58.0,10824,7.37,7.41,4.55
22812,1.23,Very Good,F,VVS2,62.4,58.0,10835,6.74,6.89,4.26
22816,1.28,Ideal,G,VVS2,61.2,54.0,10839,7.03,7.06,4.31
22817,1.23,Premium,F,VVS2,58.5,59.0,10844,7.07,6.98,4.11
22818,1.2,Ideal,G,VVS2,61.2,56.0,10846,6.92,6.89,4.23
22821,1.16,Ideal,F,VVS2,60.5,58.0,10850,6.77,6.85,4.12
22825,1.01,Ideal,E,VVS2,61.7,55.0,10852,6.44,6.49,3.99
22828,1.01,Ideal,D,VVS2,61.1,57.0,10860,6.47,6.49,3.96
22839,1.5,Very Good,I,VVS2,62.0,53.0,10873,7.3,7.34,4.54
22840,1.05,Ideal,F,VVS2,62.1,55.0,10874,6.54,6.56,4.07
22848,1.26,Ideal,G,VVS2,60.9,57.0,10886,6.98,7.01,4.26
22857,1.2,Very Good,F,VVS2,62.9,59.0,10891,6.72,6.76,4.24
22866,1.5,Ideal,I,VVS2,60.3,57.0,10907,7.43,7.47,4.49
22885,1.01,Premium,D,VVS2,62.4,58.0,10927,6.44,6.39,4.0
22892,1.2,Very Good,F,VVS2,61.4,60.0,10931,6.79,6.83,4.18
22893,1.5,Ideal,I,VVS2,60.7,60.0,10931,7.35,7.4,4.48
22904,1.71,Ideal,J,VVS2,61.6,59.0,10945,7.65,7.68,4.72
22908,1.12,Ideal,F,VVS2,62.2,55.0,10949,6.64,6.68,4.14
22930,1.02,Ideal,D,VVS2,62.0,56.0,10967,6.43,6.48,4.0
22941,1.25,Ideal,G,VVS2,62.2,55.0,10983,6.87,6.93,4.29
22943,1.04,Premium,D,VVS2,61.1,60.0,10984,6.54,6.51,3.99
22955,1.22,Ideal,G,VVS2,60.0,58.0,11003,6.95,6.99,4.18
22958,1.5,Premium,I,VVS2,61.4,58.0,11007,7.38,7.32,4.51
22967,1.01,Ideal,D,VVS2,61.5,57.0,11015,6.43,6.48,3.97
22973,1.2,Premium,F,VVS2,62.2,58.0,11021,6.83,6.78,4.23
22974,1.52,Premium,I,VVS2,61.6,58.0,11021,7.41,7.37,4.55
22989,1.23,Ideal,F,VVS2,61.8,56.0,11040,6.84,6.89,4.24
23001,1.01,Ideal,D,VVS2,61.1,57.0,11057,6.49,6.47,3.96
23025,0.3,Very Good,G,VVS2,62.4,56.0,631,4.27,4.3,2.67
23026,0.3,Very Good,G,VVS2,60.3,57.0,631,4.35,4.36,2.63
23028,0.3,Ideal,H,VVS2,61.9,54.5,631,4.31,4.35,2.68
23029,0.3,Ideal,H,VVS2,61.7,54.2,631,4.32,4.35,2.67
23043,1.3,Ideal,G,VVS2,62.0,57.0,11073,6.96,7.03,4.34
23044,1.11,Ideal,E,VVS2,62.9,55.0,11074,6.56,6.62,4.14
23052,1.01,Ideal,D,VVS2,62.3,53.0,11082,6.4,6.47,4.02
23061,1.25,Ideal,G,VVS2,62.0,59.0,11089,6.88,6.96,4.29
23080,1.31,Very Good,G,VVS2,62.2,59.0,11108,6.91,6.98,4.32
23093,1.13,Ideal,E,VVS2,61.4,57.0,11115,6.69,6.74,4.12
23094,1.13,Ideal,E,VVS2,61.6,56.0,11115,6.69,6.71,4.13
23097,1.34,Premium,G,VVS2,61.3,58.0,11118,7.16,7.1,4.37
23102,1.16,Ideal,F,VVS2,60.5,57.0,11120,6.8,6.86,4.13
23107,1.24,Very Good,F,VVS2,62.0,55.0,11130,6.88,6.95,4.29
23109,1.1,Ideal,D,VVS2,62.0,57.0,11132,6.57,6.62,4.09
23110,1.1,Very Good,D,VVS2,61.7,56.0,11132,6.64,6.65,4.1
23113,1.7,Very Good,H,VVS2,63.2,56.0,11133,7.59,7.56,4.79
23116,1.23,Ideal,F,VVS2,61.8,56.0,11141,6.89,6.84,4.24
23119,1.57,Premium,I,VVS2,60.7,58.0,11146,7.54,7.51,4.57
23150,1.08,Ideal,E,VVS2,61.0,56.0,11166,6.64,6.67,4.06
23152,1.02,Ideal,D,VVS2,62.0,56.0,11167,6.48,6.43,4.0
23157,1.23,Very Good,E,VVS2,60.4,62.0,11175,6.88,6.93,4.17
